1698106885925|1|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists category CASCADE |drop table if exists category CASCADE 
1698129265572|0|statement|connection 3|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))
1698129265572|0|statement|connection 3|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|create table orders (order_id bigint not null, order_date timestamp, status varchar(255), delivery_id bigint, member_id bigint, primary key (order_id))|create table orders (order_id bigint not null, order_date timestamp, status varchar(255), delivery_id bigint, member_id bigint, primary key (order_id))
1698129265583|10|statement|connection 3|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category
1698129265585|1|statement|connection 3|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item
1698129265586|0|statement|connection 3|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item
1698129265587|0|statement|connection 3|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|alter table category_id add constraint FKi0ddb45orw3othgpa27tp0kfk foreign key (category_id) references category|alter table category_id add constraint FKi0ddb45orw3othgpa27tp0kfk foreign key (category_id) references category
1698129265588|0|statement|connection 3|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item
1698129265589|0|statement|connection 3|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders
1698129265590|0|statement|connection 3|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|alter table orders add constraint FKtkrur7wg4d8ax0pwgo0vmy20c foreign key (delivery_id) references delivery|alter table orders add constraint FKtkrur7wg4d8ax0pwgo0vmy20c foreign key (delivery_id) references delivery
1698129265591|0|statement|connection 3|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member
1698129266906|5|statement|connection 4|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129266934|0|statement|connection 4|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129266970|0|rollback|connection 4|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d||
1698129266980|1|statement|connection 5|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|drop table if exists category CASCADE |drop table if exists category CASCADE 
1698129266981|0|statement|connection 5|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|drop table if exists category_id CASCADE |drop table if exists category_id CASCADE 
1698129266981|0|statement|connection 5|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|drop table if exists delivery CASCADE |drop table if exists delivery CASCADE 
1698129266982|0|statement|connection 5|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|drop table if exists item CASCADE |drop table if exists item CASCADE 
1698129266982|0|statement|connection 5|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|drop table if exists member CASCADE |drop table if exists member CASCADE 
1698129266983|0|statement|connection 5|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|drop table if exists order_item CASCADE |drop table if exists order_item CASCADE 
1698129266983|0|statement|connection 5|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|drop table if exists orders CASCADE |drop table if exists orders CASCADE 
1698129266984|0|statement|connection 5|url jdbc:h2:mem:684ff8da-6d27-4ae4-b6b8-7d5c2d97dc4d|drop sequence if exists hibernate_sequence|drop sequence if exists hibernate_sequence
1698129300226|0|statement|connection 2|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|drop table if exists category CASCADE |drop table if exists category CASCADE 
1698129300227|0|statement|connection 2|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|drop table if exists category_id CASCADE |drop table if exists category_id CASCADE 
1698129300227|0|statement|connection 2|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|drop table if exists delivery CASCADE |drop table if exists delivery CASCADE 
1698129300227|0|statement|connection 2|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|drop table if exists item CASCADE |drop table if exists item CASCADE 
1698129300227|0|statement|connection 2|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|drop table if exists member CASCADE |drop table if exists member CASCADE 
1698129300228|0|statement|connection 2|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|drop table if exists order_item CASCADE |drop table if exists order_item CASCADE 
1698129300228|0|statement|connection 2|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|drop table if exists orders CASCADE |drop table if exists orders CASCADE 
1698129300228|0|statement|connection 2|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|drop sequence if exists hibernate_sequence|drop sequence if exists hibernate_sequence
1698129300232|1|statement|connection 3|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|create sequence hibernate_sequence start with 1 increment by 1|create sequence hibernate_sequence start with 1 increment by 1
1698129300236|3|statement|connection 3|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))
1698129300236|0|statement|connection 3|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|create table category_id (category_id bigint not null, item_id bigint not null)|create table category_id (category_id bigint not null, item_id bigint not null)
1698129300237|0|statement|connection 3|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|create table delivery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))|create table delivery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))
1698129300237|0|statement|connection 3|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))
1698129300238|0|statement|connection 3|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))
1698129300239|0|statement|connection 3|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))
1698129300239|0|statement|connection 3|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|create table orders (order_id bigint not null, order_date timestamp, status varchar(255), delivery_id bigint, member_id bigint, primary key (order_id))|create table orders (order_id bigint not null, order_date timestamp, status varchar(255), delivery_id bigint, member_id bigint, primary key (order_id))
1698129300248|9|statement|connection 3|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category
1698129300249|0|statement|connection 3|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item
1698129300250|0|statement|connection 3|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item
1698129300251|0|statement|connection 3|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|alter table category_id add constraint FKi0ddb45orw3othgpa27tp0kfk foreign key (category_id) references category|alter table category_id add constraint FKi0ddb45orw3othgpa27tp0kfk foreign key (category_id) references category
1698129300252|0|statement|connection 3|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item
1698129300252|0|statement|connection 3|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders
1698129300253|0|statement|connection 3|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|alter table orders add constraint FKtkrur7wg4d8ax0pwgo0vmy20c foreign key (delivery_id) references delivery|alter table orders add constraint FKtkrur7wg4d8ax0pwgo0vmy20c foreign key (delivery_id) references delivery
1698129300254|0|statement|connection 3|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member
1698129301316|5|statement|connection 4|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129301339|0|statement|connection 4|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129301365|0|statement|connection 4|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129301366|0|statement|connection 4|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129301368|0|statement|connection 4|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129301373|0|rollback|connection 4|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df||
1698129301387|1|statement|connection 5|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|drop table if exists category CASCADE |drop table if exists category CASCADE 
1698129301387|0|statement|connection 5|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|drop table if exists category_id CASCADE |drop table if exists category_id CASCADE 
1698129301387|0|statement|connection 5|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|drop table if exists delivery CASCADE |drop table if exists delivery CASCADE 
1698129301388|0|statement|connection 5|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|drop table if exists item CASCADE |drop table if exists item CASCADE 
1698129301388|0|statement|connection 5|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|drop table if exists member CASCADE |drop table if exists member CASCADE 
1698129301389|0|statement|connection 5|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|drop table if exists order_item CASCADE |drop table if exists order_item CASCADE 
1698129301389|0|statement|connection 5|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|drop table if exists orders CASCADE |drop table if exists orders CASCADE 
1698129301389|0|statement|connection 5|url jdbc:h2:mem:f8b334f8-d290-4a68-b2d1-1433c7dd64df|drop sequence if exists hibernate_sequence|drop sequence if exists hibernate_sequence
1698129832052|0|statement|connection 2|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|drop table if exists category CASCADE |drop table if exists category CASCADE 
1698129832053|0|statement|connection 2|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|drop table if exists category_id CASCADE |drop table if exists category_id CASCADE 
1698129832053|0|statement|connection 2|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|drop table if exists delivery CASCADE |drop table if exists delivery CASCADE 
1698129832053|0|statement|connection 2|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|drop table if exists item CASCADE |drop table if exists item CASCADE 
1698129832053|0|statement|connection 2|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|drop table if exists member CASCADE |drop table if exists member CASCADE 
1698129832053|0|statement|connection 2|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|drop table if exists order_item CASCADE |drop table if exists order_item CASCADE 
1698129832054|0|statement|connection 2|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|drop table if exists orders CASCADE |drop table if exists orders CASCADE 
1698129832054|0|statement|connection 2|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|drop sequence if exists hibernate_sequence|drop sequence if exists hibernate_sequence
1698129832057|1|statement|connection 3|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|create sequence hibernate_sequence start with 1 increment by 1|create sequence hibernate_sequence start with 1 increment by 1
1698129832064|5|statement|connection 3|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))
1698129832064|0|statement|connection 3|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|create table category_id (category_id bigint not null, item_id bigint not null)|create table category_id (category_id bigint not null, item_id bigint not null)
1698129832065|0|statement|connection 3|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|create table delivery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))|create table delivery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))
1698129832065|0|statement|connection 3|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))
1698129832066|0|statement|connection 3|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))
1698129832067|0|statement|connection 3|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))
1698129832067|0|statement|connection 3|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|create table orders (order_id bigint not null, order_date timestamp, status varchar(255), delivery_id bigint, member_id bigint, primary key (order_id))|create table orders (order_id bigint not null, order_date timestamp, status varchar(255), delivery_id bigint, member_id bigint, primary key (order_id))
1698129832078|10|statement|connection 3|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category
1698129832079|0|statement|connection 3|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item
1698129832080|0|statement|connection 3|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item
1698129832081|0|statement|connection 3|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|alter table category_id add constraint FKi0ddb45orw3othgpa27tp0kfk foreign key (category_id) references category|alter table category_id add constraint FKi0ddb45orw3othgpa27tp0kfk foreign key (category_id) references category
1698129832082|0|statement|connection 3|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item
1698129832082|0|statement|connection 3|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders
1698129832083|0|statement|connection 3|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|alter table orders add constraint FKtkrur7wg4d8ax0pwgo0vmy20c foreign key (delivery_id) references delivery|alter table orders add constraint FKtkrur7wg4d8ax0pwgo0vmy20c foreign key (delivery_id) references delivery
1698129832084|0|statement|connection 3|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member
1698129833102|6|statement|connection 4|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129833129|0|statement|connection 4|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129833155|0|statement|connection 4|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129833155|0|statement|connection 4|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129833157|0|statement|connection 4|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129833162|0|rollback|connection 4|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd||
1698129833171|1|statement|connection 5|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|drop table if exists category CASCADE |drop table if exists category CASCADE 
1698129833171|0|statement|connection 5|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|drop table if exists category_id CASCADE |drop table if exists category_id CASCADE 
1698129833172|0|statement|connection 5|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|drop table if exists delivery CASCADE |drop table if exists delivery CASCADE 
1698129833172|0|statement|connection 5|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|drop table if exists item CASCADE |drop table if exists item CASCADE 
1698129833173|0|statement|connection 5|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|drop table if exists member CASCADE |drop table if exists member CASCADE 
1698129833173|0|statement|connection 5|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|drop table if exists order_item CASCADE |drop table if exists order_item CASCADE 
1698129833173|0|statement|connection 5|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|drop table if exists orders CASCADE |drop table if exists orders CASCADE 
1698129833173|0|statement|connection 5|url jdbc:h2:mem:0db914a4-aa39-459b-84dd-1be13913b1fd|drop sequence if exists hibernate_sequence|drop sequence if exists hibernate_sequence
1698129842370|0|statement|connection 2|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|drop table if exists category CASCADE |drop table if exists category CASCADE 
1698129842370|0|statement|connection 2|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|drop table if exists category_id CASCADE |drop table if exists category_id CASCADE 
1698129842371|0|statement|connection 2|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|drop table if exists delivery CASCADE |drop table if exists delivery CASCADE 
1698129842371|0|statement|connection 2|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|drop table if exists item CASCADE |drop table if exists item CASCADE 
1698129842371|0|statement|connection 2|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|drop table if exists member CASCADE |drop table if exists member CASCADE 
1698129842371|0|statement|connection 2|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|drop table if exists order_item CASCADE |drop table if exists order_item CASCADE 
1698129842371|0|statement|connection 2|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|drop table if exists orders CASCADE |drop table if exists orders CASCADE 
1698129842372|0|statement|connection 2|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|drop sequence if exists hibernate_sequence|drop sequence if exists hibernate_sequence
1698129842375|1|statement|connection 3|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|create sequence hibernate_sequence start with 1 increment by 1|create sequence hibernate_sequence start with 1 increment by 1
1698129842379|3|statement|connection 3|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))
1698129842380|0|statement|connection 3|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|create table category_id (category_id bigint not null, item_id bigint not null)|create table category_id (category_id bigint not null, item_id bigint not null)
1698129842381|0|statement|connection 3|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|create table delivery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))|create table delivery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))
1698129842381|0|statement|connection 3|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))
1698129842382|0|statement|connection 3|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))
1698129842382|0|statement|connection 3|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))
1698129842383|0|statement|connection 3|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|create table orders (order_id bigint not null, order_date timestamp, status varchar(255), delivery_id bigint, member_id bigint, primary key (order_id))|create table orders (order_id bigint not null, order_date timestamp, status varchar(255), delivery_id bigint, member_id bigint, primary key (order_id))
1698129842393|10|statement|connection 3|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category
1698129842394|0|statement|connection 3|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item
1698129842395|0|statement|connection 3|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item
1698129842397|0|statement|connection 3|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|alter table category_id add constraint FKi0ddb45orw3othgpa27tp0kfk foreign key (category_id) references category|alter table category_id add constraint FKi0ddb45orw3othgpa27tp0kfk foreign key (category_id) references category
1698129842397|0|statement|connection 3|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item
1698129842398|0|statement|connection 3|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders
1698129842399|0|statement|connection 3|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|alter table orders add constraint FKtkrur7wg4d8ax0pwgo0vmy20c foreign key (delivery_id) references delivery|alter table orders add constraint FKtkrur7wg4d8ax0pwgo0vmy20c foreign key (delivery_id) references delivery
